depth,Year ,BPice,calB,Piceerr,ca,lBPgas,ca,
0,-55,22.44,-1,-1,0.0291,0.9948,-1,
1.65,-41.54,32.03,-1,-1,0.0291,0.9945,-1,
3.3,-20.47,63.21,-1,-1,0.0292,0.9942,-1,
4.95,4.3,81.82,-1,-1,0.0293,0.9941,-1,
6.6,31.06,90.52,-1,-1,0.029,0.9941,-1,
8.25,57.05,88.25,-1,-1,0.0288,0.994,-1,
9.9,85.04,84.33,-1,-1,0.0273,0.9939,-1,
11.55,114.51,92.06,-1,-1,0.0264,0.9938,-1,
13.2,145,98.9,-1,-1,0.0267,0.9939,-1,
14.85,176.33,99.86,-1,-1,0.0268,0.9938,-1,
16.5,207.54,101.99,-1,-1,0.027,0.9937,-1,
18.15,239.98,105.3,-1,-1,0.0265,0.9935,-1,
19.8,274.2,108.71,-1,-1,0.0261,0.9932,-1,
21.45,310.09,103.28,-1,-1,0.0259,0.9926,-1,
23.1,346.64,113.6,-1,-1,0.0253,0.9922,-1,
24.75,384.89,118.78,-1,-1,0.0254,0.9919,-1,
26.4,423.74,117.34,-1,-1,0.0263,0.9916,-1,
28.05,461.7,116.86,-1,-1,0.0265,0.9913,-1,
29.7,500.2,120.22,-1,-1,0.0262,0.991,-1,
31.35,539.86,120.13,-1,-1,0.0265,0.9907,-1,
33,579.52,118.77,-1,-1,0.0274,0.9906,-1,
34.65,618.15,117.79,-1,-1,0.0284,0.9906,-1,
36.3,655.8,136.91,-1,-1,0.0269,0.9905,-1,
37.95,696.74,130.57,-1,-1,0.0255,0.9904,-1,
39.6,740.26,130.8,-1,-1,0.0256,0.9905,-1,
41.25,784.06,122.54,-1,-1,0.0278,0.9906,-1,
42.9,824.8,131.82,-1,-1,0.0301,0.9905,-1,
44.55,863.05,132.2,-1,-1,0.0284,0.9903,-1,
46.2,903.94,135.39,-1,-1,0.0267,0.9901,-1,
47.85,947.77,139.37,-1,-1,0.0264,0.9899,-1,
49.5,992.56,138.98,-1,-1,0.0273,0.9897,-1,
51.15,1037.03,138.05,-1,-1,0.028,0.9894,-1,
52.8,1080.33,136.94,-1,-1,0.0274,0.9892,-1,
54.45,1124.67,118.88,-1,-1,0.028,0.9888,-1,
56.1,1169.43,126.99,-1,-1,0.0291,0.9885,32.74,
57.75,1212.13,146.71,81.12,94.26,0.0292,0.9881,33.93,
59.4,1255.11,145.19,85.86,98,0.0285,0.9877,35.14,
61.05,1300.31,148.99,91.38,101.52,0.0284,0.9873,36.37,
62.7,1345.56,133.52,95.77,104.8,0.0292,0.9868,37.63,
64.35,1390.3,136.06,100.11,108.35,0.0298,0.9866,38.85,
66,1433.9,149.06,105.07,112.12,0.0272,0.9861,40.1,
67.65,1482.74,138.28,110.46,116.51,0.0276,0.9858,41.41,
69.3,1530.9,148.65,113.69,124.75,0.0279,0.9855,42.7,
70.95,1578.87,146.65,117.98,128.69,0.0278,0.9853,44.02,
72.6,1627.5,141.39,121.44,131.86,0.0272,0.985,45.36,
74.25,1677.8,146.34,124.99,135.16,0.0276,0.9848,46.71,
75.9,1727.92,153.51,128.15,139.07,0.0273,0.9845,48.08,
77.55,1778.58,152.97,130.96,143.41,0.0275,0.9842,49.49,
79.2,1829.26,138.67,132.92,146.83,0.0271,0.9838,50.88,
80.85,1881.37,157.04,136.33,150.37,0.0284,0.9833,52.29,
82.5,1930.73,142.35,138.76,154.03,0.0285,0.9828,53.66,
84.15,1980.74,154.33,143.23,162.77,0.0279,0.9824,55.06,
85.8,2031.85,146.42,146.47,167.32,0.027,0.982,56.48,
87.45,2084.97,177.6,149.45,171.63,0.0282,0.9815,58,
89.1,2136.64,171.64,150.21,176.46,0.028,0.9811,59.46,
90.75,2188.7,149.24,152.65,180.5,0.027,0.9806,60.93,
92.4,2243.55,164.2,155.41,184.45,0.029,0.9801,62.41,
94.05,2294.52,161.92,158.13,188.51,0.0286,0.9796,63.9,
95.7,2346.95,164.73,161.01,192.92,0.025,0.9791,65.4,
97.35,2407.06,169.93,163.44,195.11,0.0262,0.9787,66.46,
99,2464.03,177.15,178.57,211.18,0.0266,0.9782,65.47,
100.65,2520.86,184.35,255.47,230.41,0.0283,0.9777,64.16,
102.3,2574.79,180.93,348.57,235.68,0.0286,0.9772,65.62,
103.95,2628.03,176.7,353.37,231.87,0.0293,0.9767,65.07,
105.6,2680.49,166.64,426.35,241.22,0.0284,0.9764,64.33,
107.25,2734.89,176.96,503.53,243.93,0.0291,0.9758,64.92,
108.9,2788.15,164.98,538.32,249.59,0.0305,0.9754,66.48,
110.55,2838.65,166.7,539.94,243.54,0.0314,0.9748,66.38,
112.2,2888.64,166.03,597.52,253.8,0.0289,0.9743,65.14,
113.85,2942.97,171.38,690.31,268.17,0.0288,0.9736,64.7,
115.5,2997.2,179.98,763.05,230.72,0.0276,0.9731,63.98,
117.15,3054.25,192.64,840.7,248.37,0.0286,0.9724,64.64,
118.8,3109.2,193.51,870.91,251.53,0.0296,0.972,65.64,
120.45,3162.77,197.65,891.05,267.95,0.0284,0.9714,64.11,
122.1,3219.34,185.49,1001.09,261.81,0.0267,0.9708,63.85,
123.75,3279.95,185.28,1066.1,270.51,0.0275,0.9702,63.52,
125.4,3338.77,176.45,1133.02,273.22,0.0281,0.9696,64.14,
127.05,3396.81,179.6,1168.94,261.4,0.0273,0.9691,63.72,
128.7,3456.58,200.24,1236.33,278.04,0.0282,0.9684,64.42,
130.35,3514.74,201.24,1268.58,283.06,0.0292,0.968,65.35,
132,3570.59,197.07,1293.39,278.31,0.029,0.9674,64.86,
133.65,3627.34,179.64,1365.6,272.82,0.03,0.967,65.52,
135.3,3682.58,204.01,1399.01,305.68,0.0304,0.9667,66.04,
136.95,3737.02,188.99,1435.78,298.99,0.0307,0.9662,65.9,
138.6,3790.94,187.69,1499.6,295.3,0.0289,0.9657,64.6,
140.25,3848.2,190.22,1602.09,299.25,0.0285,0.9653,63.99,
141.9,3906.34,176,1682.3,301.35,0.0287,0.965,64.92,
143.55,3964.41,200.11,1708.86,304.77,0.0285,0.9643,64.76,
145.2,4023.05,197.47,1775.41,311.76,0.0295,0.9639,64.65,
146.85,4079.72,188.73,1838.93,314.07,0.0295,0.9635,65.26,
148.5,4136.81,201.67,1878.43,301.06,0.0289,0.9627,64.78,
150.15,4194.7,181.16,1953.14,305.73,0.0293,0.9623,64.26,
151.8,4252.23,202.66,2026.32,313.39,0.03,0.9618,66.07,
153.45,4308.32,207.91,2029.43,312.08,0.029,0.9613,64.82,
155.1,4366.42,203.82,2129.89,316.28,0.0287,0.9608,65.14,
156.75,4425.14,206.5,2178.07,304.42,0.0289,0.9606,64.37,
158.4,4483.57,206.39,2264.68,311.3,0.0304,0.9604,66.06,
160.05,4539.45,202.33,2265.56,336.97,0.028,0.9597,63.72,
161.7,4599.7,214.76,2412.28,345.24,0.0288,0.9594,65.25,
163.35,4658.6,216.7,2419.43,341.05,0.0288,0.9588,64.48,
165,4717.34,219.56,2510.9,326.32,0.0287,0.9583,64.84,
166.65,4776.56,205.13,2559.21,313.61,0.0278,0.9581,64.51,
168.3,4837.69,213.2,2628.86,315.83,0.0281,0.9575,64.75,
169.95,4898.27,201.72,2678.98,329.93,0.0298,0.9572,65.13,
171.6,4955.4,207.81,2725.33,302.6,0.0291,0.9567,64.41,
173.25,5013.89,232.42,2807.22,307.5,0.0285,0.9563,65.42,
174.9,5073.67,225.97,2829.86,321.62,0.0281,0.9561,63.86,
176.55,5134.35,236.36,2905.93,334.56,0.0297,0.9556,66.51,
178.2,5192.23,247.38,2936.85,333.01,0.0295,0.9553,66.21,
179.85,5250.09,214.62,2974.82,334.34,0.0283,0.9548,65.55,
181.5,5310.46,233,3059.16,322.56,0.0294,0.9544,64.66,
183.15,5368.96,243.88,3147.28,364.76,0.0293,0.9538,64.07,
184.8,5427.26,226.39,3227.76,369.8,0.026,0.9534,64.62,
186.45,5493.35,236.09,3271.71,364.59,0.0266,0.9532,65.84,
188.1,5557.76,241.04,3290.14,357.45,0.0288,0.9528,63.53,
189.75,5617.6,237.82,3433.73,345.4,0.0289,0.9525,63.13,
191.4,5676.74,249.27,3508.7,335.48,0.0284,0.9523,64.28,
193.05,5737.28,230.05,3528.9,337.8,0.0294,0.9518,63.71,
194.7,5795.9,223.24,3607.11,332.31,0.0303,0.9517,64.27,
196.35,5852.38,245.96,3645.63,328.98,0.0303,0.9513,64.76,
198,5909.33,252.62,3687.07,335.31,0.0285,0.951,65.88,
199.65,5969.74,230.27,3707.18,344.95,0.0272,0.9507,64.52,
201.3,6033.05,270.89,3808.08,349.12,0.0293,0.9502,65.97,
202.95,6091.88,239.95,3818.92,356.08,0.0284,0.95,65.98,
204.6,6152.24,258.03,3877.45,357.16,0.029,0.9498,64.98,
206.25,6211.86,280.02,3971.81,358.75,0.0287,0.9495,65.29,
207.9,6271.95,280.25,4021.55,346.99,0.0279,0.9494,64.36,
209.55,6333.9,271.77,4110.28,351.1,0.028,0.949,64.19,
211.2,6395.52,271.08,4175.61,347.72,0.0273,0.9486,64.57,
212.85,6458.97,260.03,4222.23,341.08,0.0298,0.9481,65.31,
214.5,6516.94,254.67,4256.51,354.34,0.0272,0.9479,65.2,
216.15,6580.44,269.32,4317.78,352,0.0279,0.9474,64.54,
217.8,6642.38,243.43,4400.42,349.87,0.027,0.9468,64.71,
219.45,6706.43,239.3,4455.4,340.61,0.0288,0.9469,65.24,
221.1,6766.59,233.3,4495.58,363.98,0.0278,0.9469,64.05,
222.75,6828.86,231.87,4594.62,358.86,0.0282,0.9467,64.4,
224.4,6890.37,224.19,4642.58,365.59,0.0308,0.9462,65.95,
226.05,6946.67,235.42,4650.04,362.22,0.0282,0.946,64.78,
227.7,7008.11,211.54,4749.95,370.62,0.0282,0.9454,64.39,
229.35,7069.53,217.5,4826.02,369.34,0.0275,0.9451,64.8,
231,7132.9,220.07,4891.28,350.5,0.0273,0.9449,64.64,
232.65,7196.54,207.91,4938.3,355.3,0.0255,0.9442,64.44,
234.3,7264.7,210.57,5005.04,363.64,0.0268,0.9437,63.88,
235.95,7329.52,198.04,5085.98,372.25,0.0298,0.9432,65.58,
237.6,7387.94,211.06,5088.55,351.74,0.0264,0.9425,65.19,
239.25,7453.85,203.24,5163.14,362.3,0.0271,0.9419,64.74,
240.9,7518.59,196.49,5252.8,353.42,0.0284,0.9421,64.3,
242.55,7579.87,199.18,5313,358.06,0.0302,0.942,64.92,
244.2,7637.47,207.03,5351.11,364.7,0.0289,0.942,66.05,
245.85,7697.71,205.47,5371.54,393.41,0.029,0.9418,64.03,
247.5,7758.06,192.8,5522.42,395.11,0.029,0.9414,64.48,
249.15,7818.14,190.51,5556.91,374.09,0.0285,0.9411,65.5,
250.8,7879.23,196.4,5582.54,367.49,0.0285,0.9404,63.85,
252.45,7940.7,191.79,5713.71,350.47,0.0291,0.9396,63.61,
254.1,8001.02,211.55,5782.69,334.18,0.0272,0.9394,62.11,
255.75,8065.51,201.05,5835.44,349.44,0.0262,0.9388,65.56,
257.4,8132.69,204.96,5888.81,362.73,0.0275,0.9381,64.34,
259.05,8196.56,219.63,5934.93,377.08,0.0256,0.9373,64.25,
260.7,8265.36,196.41,6001.39,386.99,0.0272,0.9372,65.56,
262.35,8330.12,229,6018.02,362.7,0.0273,0.937,65.9,
264,8394.61,222.05,6067.02,371.79,0.0265,0.9369,65.46,
265.65,8461.03,209.37,6142.22,362.59,0.0275,0.9366,64.04,
267.3,8525.12,221.78,6250.96,371.02,0.0284,0.9363,63.56,
268.95,8587.21,224.39,6329.61,377.36,0.0285,0.9363,64.56,
270.6,8648.95,252.92,6356.28,392.21,0.0293,0.9362,65.01,
272.25,8709.11,233.92,6402.65,352.7,0.0284,0.9357,64.31,
273.9,8771.17,241.48,6489.72,386.21,0.0283,0.9355,64.37,
275.55,8833.51,248.98,6549.15,378.26,0.0275,0.9356,64.05,
277.2,8897.68,238.19,6622.58,363.52,0.0296,0.9355,63.24,
278.85,8957.3,254.75,6715.05,377.49,0.0295,0.9353,63.42,
280.5,9017.1,240.1,6769.53,389.17,0.0296,0.9353,65,
282.15,9076.72,246.94,6776.27,380.12,0.0295,0.9357,63.62,
283.8,9136.6,229.89,6885.61,349.68,0.0288,0.9355,63.72,
285.45,9197.82,228.05,6939.41,375.47,0.0281,0.9353,62.62,
287.1,9260.62,229.77,7036.72,388.9,0.0311,0.9356,64.43,
288.75,9317.27,242.49,7039.11,395.88,0.0294,0.9352,63.8,
290.4,9377.26,241.07,7122.48,418.72,0.0303,0.9349,63.05,
292.05,9435.45,238.21,7190.12,406.11,0.031,0.935,65.47,
293.7,9492.35,235.75,7215.35,406.11,0.0324,0.9349,64.13,
295.35,9546.9,233.21,7307.53,364.37,0.0292,0.935,63.73,
297,9607.35,236.36,7381.47,402.75,0.0308,0.9351,63.43,
298.65,9664.62,228.51,7457.16,382.92,0.031,0.9351,63.48,
300.3,9721.51,245.74,7519.93,365.05,0.0319,0.9355,61.33,
301.95,9776.8,249.78,7651,372.49,0.0324,0.9353,62.63,
303.6,9831.27,250.43,7667.29,375.17,0.0333,0.9354,63.01,
305.25,9884.18,245.79,7714.54,384.56,0.0292,0.9357,64.27,
306.9,9944.53,249.85,7731.21,377.44,0.0309,0.9356,62.2,
308.55,10001.6,0,247.92,7862.57,385.43,0.0306,0.9357,63.15
310.2,10059.3,0,269.85,7890.91,379.19,0.0309,0.9355,63.14
311.85,10116.4,0,272.99,7946.1,392.24,0.0319,0.9354,65.11
313.5,10171.7,0,267.06,7952.86,416.57,0.0318,0.9352,64.52
315.15,10227.1,0,263.17,8028.74,429.86,0.0324,0.9349,63.9
316.8,10281.7,0,257.53,8119.02,409.21,0.0314,0.9351,63.82
318.45,10338,0,257.03,8185.72,450.6,0.0303,0.9351,65.21
320.1,10396.1,0,257.86,8199.72,408.59,0.0313,0.9354,62.84
321.75,10452.5,0,255.49,8350.78,419.31,0.0298,0.9353,64.71
323.4,10511.6,0,262.46,8354.26,408.48,0.0295,0.9351,63.47
325.05,10571.5,0,262.79,8462.97,392.13,0.0332,0.9356,62.64
326.7,10624.6,0,251.55,8554.94,386.1,0.0345,0.9353,62.09
328.35,10675.7,0,248.06,8636.66,379.77,0.03,0.9354,62.59
330,10734.5,0,242.61,8680.16,386.45,0.0303,0.9353,61.47
331.65,10792.7,0,243.27,8780.87,396.14,0.0311,0.9346,63.27
333.3,10849.5,0,244.77,8781.29,405.52,0.0295,0.9344,63.02
334.95,10909.5,0,228.53,8853.38,372.54,0.0305,0.934,62.24
336.6,10967.4,0,231.58,8943.55,377.25,0.0307,0.9336,62.9
338.25,11025,0,231.63,8981.89,377.75,0.0303,0.9331,63.34
339.9,11083.3,0,242.84,9027.66,383.11,0.0291,0.9325,64.16
341.55,11144,0,248.52,9061.19,387.38,0.0315,0.9324,64.16
343.2,11200.3,0,238.53,9121.28,394.91,0.03,0.9316,63.98
344.85,11259.3,0,219.85,9190.24,361.27,0.0285,0.9305,63.41
346.5,11321.5,0,239.92,9274.2,380.8,0.0316,0.9299,63.17
348.15,11377.7,0,228.13,9341.18,389.56,0.0303,0.9293,64.38
349.8,11436.4,0,239.51,9361.74,378.92,0.0307,0.9288,64.42
351.45,11494.2,0,255.63,9420,377.1,0.0311,0.9286,65.46
353.1,11551.3,0,266.97,9444.39,359.2,0.0289,0.9281,64.87
354.75,11612.9,0,229.46,9514.22,370.85,0.0319,0.9277,66.87
356.4,11668.7,0,252.68,9520.14,378.92,0.0318,0.9273,68.27
358.05,11724.6,0,286.17,9526.77,427.55,0.0286,0.9269,69.26
359.7,11786.8,0,291.35,9552.67,438.53,0.0296,0.9268,70.74
361.35,11846.9,0,316.5,9563.21,448.49,0.0304,0.9261,72.26
363,11905.5,0,313.96,9573.39,425.7,0.0294,0.9256,72.47
364.65,11966.2,0,338.98,9627.15,416.66,0.0281,0.9251,71.36
366.3,12029.7,0,330.81,9720.98,391.53,0.0261,0.9245,70.15
367.95,12097.9,0,346.89,9814.57,427.22,0.0256,0.924,69.06
369.6,12167.7,0,383.53,9903.74,398.62,0.0257,0.9236,68.13
371.25,12237.2,0,405.74,9993.7,395.93,0.0246,0.9228,67.71
372.9,12309.8,0,396.7,10066.7,,384.87,0.0229,0.9224  67.79
374.55,12387.9,0,424.7,10122.2,,389.19,0.0237,0.9221  68.28
376.2,12463.4,0,409.12,10162.8,,394.43,0.024,0.9219  68.59
377.85,12538,0,433.74,10209.3,,397.79,0.0215,0.9216  67.89
379.5,12621.1,0,440.58,10286.1,,426.2,0.0221,0.9213  68.29
381.15,12702.1,0,437.1,10330.5,,467.01,0.0216,0.9211  68.38
382.8,12785.1,0,458.12,10386.1,,490.9,0.0194,0.9210  67.45
384.45,12877.4,0,454.06,10473.2,,511.92,0.0203,0.9210  66.88
386.1,12965.8,0,433.18,10551.7,,443.66,0.0201,0.9210  66.05
387.75,13054.9,0,431.82,10631.2,,467.68,0.0202,0.9208  61.85
389.4,13143.7,0,457.6,10800.6,,479.95,0.0204,0.9207  62.90
391.05,13231.6,0,452.32,10802.5,,505.48,0.0203,0.9207  66.06
392.7,13320,0,452.99,10820.1,,518.47,0.0201,0.9208  67.79
394.35,13409.4,0,421.31,10844,,509.33,0.0207,0.9207  65.65
396,13495.9,0,430.48,10930.6,,496.99,0.0211,0.9207  65.00
397.65,13580.9,0,455.01,11009.4,,511.87,0.0211,0.9207  64.30
399.3,13665.8,0,462.83,11090.6,,467.54,0.0193,0.9209  64.12
400.95,13758.9,0,439.2,11156.1,,470.57,0.0209,0.9211  65.65
402.6,13844.7,0,469.48,11163.9,,468.63,0.0207,0.9212  66.70
404.25,13931.3,0,465.34,11186.7,,484.39,0.0193,0.9212  67.16
405.9,14024.1,0,470.67,11229.9,,491.68,0.0201,0.9215  66.30
407.55,14113.3,0,482.06,11319.7,,446.54,0.0213,0.9218  65.34
409.2,14197.2,0,440.09,11406.7,,416.04,0.0206,0.9220  63.96
410.85,14284.2,0,456.92,11509,,440.38,0.023,0.9222  64.40
412.5,14362.2,0,433.73,11528.5,,416.28,0.0215,0.9224  66.90
414.15,14445.4,0,437.26,11532.1,,424.09,0.0221,0.9226  68.56
415.8,14526.4,0,415.03,11537.6,,434.89,0.0224,0.9230  70.02
417.45,14606.1,0,442.19,11541.7,,447.45,0.0256,0.9228  71.95
419.1,14675.9,0,456.73,11551.9,,432.54,0.0239,0.9221  71.24
420.75,14750.7,0,436.14,11623.5,,471.95,0.0215,0.9214  69.83
422.4,14834,0,435.55,11724.9,,453.5,0.0213,0.9206  68.91
424.05,14918.1,0,448.24,11820.1,,463.63,0.0206,0.9197  67.88
425.7,15005.4,0,451.85,11915.4,,490.68,0.0192,0.9187  66.75
427.35,15098.7,0,479.15,12019.1,,551.72,0.0202,0.9177  65.92
429,15187.7,0,487.85,12121.6,,561.63,0.0209,0.9168  64.94
430.65,15273.7,0,472.5,12231.2,,642.04,0.0199,0.9157  63.79
432.3,15364.2,0,515.81,12356.4,,651.15,0.0208,0.9150  64.41
433.95,15450.8,0,533.64,12409.5,,680.44,0.0199,0.9142  65.03
435.6,15541.4,0,515.16,12461.3,,702.67,0.0198,0.9133  65.76
437.25,15632.6,0,508.95,12508.4,,809.29,0.0183,0.9125  65.95
438.9,15731.5,0,554.3,12581.7,,814.17,0.018,0.9117  66.03
440.55,15832.3,0,571.92,12663,,858.69,0.0187,0.9108  66.29
442.2,15929.4,0,555.63,12736.2,,978.25,0.0182,0.9101  66.29
443.85,16029.1,0,564.28,12825,,958.59,0.0182,0.9093  66.29
445.5,16128.6,0,579.58,12918.7,,981.19,0.0184,0.9084  66.00
447.15,16227.1,0,614.3,13025.1,,963.67,0.0177,0.9075  64.19
448.8,16329.8,0,655.24,13204.6,,974.13,0.0175,0.9067  62.37
450.45,16433.8,0,663.3,13384.8,,926.52,0.0169,0.9057  60.87
452.1,16541.9,0,717.31,13545.8,,960.41,0.0171,0.9050  61.39
453.75,16648.4,0,741.95,13608.7,,1088.4,4 0.0168,0.9042  61.99
455.4,16756.7,0,719.14,13668.8,,1133.3,1 0.0167,0.9035  62.72
457.05,16865.8,0,784.79,13727.2,,1077.3,7 0.0163,0.9026  62.71
458.7,16978.3,0,711.35,13818.4,,1185.2,1 0.0154,0.9017  61.90
460.35,17096.7,0,763.17,13947.1,,1166,0 0.0154,0.9010  61.30
462,17215.4,0,795.46,14070.9,,1120.2,7 0.0147,0.9002  60.64
463.65,17340.3,0,788.05,14190.1,,1207.4,8 0.0144,0.8995  61.24
465.3,17468.1,0,748.65,14250.6,,1277.8,6 0.0151,0.8987  63.14
466.95,17590.1,0,808.02,14250.7,,1194.5,2 0.0144,0.8979  64.20
468.6,17717.3,0,790.56,14289.1,,1293.5,0 0.0141,0.8971  63.78
470.25,17847.6,0,888.68,14388.9,,1268.1,2 0.0137,0.8962  63.15
471.9,17981.9,0,897.01,14502.2,,1104.4,7 0.0132,0.8952  62.46
473.55,18121.6,0,889.95,14614,,1195.3,8 0.0141,0.8942  62.70
475.2,18252.4,0,911.21,14677.7,,1220.7,0 0.0138,0.8932  63.55
476.85,18385.8,0,943.14,14720.7,,1378.9,3 0.0135,0.8922  64.14
478.5,18522.7,0,911.38,14777.3,,1402.2,5 0.0141,0.8911  65.04
480.15,18653.6,0,900.17,14823.4,,1417.8,2 0.0139,0.8902  64.96
481.8,18787.1,0,924.9,14914.1,,1538.3,5 0.0135,0.8893  63.46
483.45,18924.3,0,1035.08,15080,,1394.2,9 0.0146,0.8883  62.34
485.1,19051.3,0,1009.35,15225.5,,1374.2,6 0.0140,0.8872  61.01
486.75,19184.3,0,1001.1,15381.1,,1414.6,5 0.0143,0.8863  60.11
488.4,19314.8,0,999.08,15515.3,,1519.2,1 0.0141,0.8856  59.13
490.05,19446.6,0,943.66,15659,,1544,9 0.0140,0.8849  58.91
491.7,19579.6,0,902.23,15772.7,,1569.7,7 0.0146,0.8842  59.74
493.35,19707.4,0,866.45,15831.2,,1536.6,5 0.0152,0.8834  60.57
495,19830.5,0,944.42,15887.8,,1593.2,8 0.0143,0.8826  61.05
496.65,19961.3,0,963.01,15963.6,,1618,2 0.0141,0.8819  61.81
498.3,20094.2,0,930.08,16025.4,,1640.4,6 0.0144,0.8812  62.60
499.95,20224.2,0,953.86,16085.8,,1649.4,3 0.0153,0.8804  63.61
501.6,20346.6,0,1000.36,16134.5,,1700.4,9 0.0144,0.8796  62.92
503.25,20476.9,0,998.69,16274.1,,1738.5,0 0.0153,0.8789  61.03
504.9,20599.6,0,999,16486.5,,1679.6,4 0.0150,0.8783  58.77
506.55,20725.1,0,1017.95,16726,,1704.5,1 0.0145,0.8775  57.50
508.2,20854.7,0,1106.11,16912.9,,1807,7 0.0155,0.8768  57.92
509.85,20975.9,0,1046.63,17004.8,,1807.3,7 0.0148,0.8759  57.95
511.5,21102.9,0,1116.05,17125.2,,1914.8,6 0.0153,0.8753  58.38
513.15,21226.3,0,1064.5,17219.1,,1937.8,4 0.0147,0.8744  59.25
514.8,21354.6,0,1019.57,17290.6,,2017.8,8 0.0151,0.8738  60.42
516.45,21479.5,0,1006.38,17340.7,,2037,2 0.0145,0.8731  61.13
518.1,21610.2,0,1011.69,17423.9,,1993.5,7 0.0155,0.8724  60.13
519.75,21732.6,0,948.36,17616.5,,2019.4,8 0.0144,0.8717  57.66
521.4,21863.6,0,968.74,17920,,1902.3,1 0.0139,0.8710  55.46
523.05,21999.7,0,928.23,18216.3,,1973.7,3 0.0149,0.8702  54.88
524.7,22127,0,934.33,18394,,1993,3 0.0140,0.8695  55.31
526.35,22262.5,0,888.57,18502.5,,1932.7,7 0.0135,0.8688  55.81
528,22403.3,0,950.57,18603.1,,1984.5,0 0.0138,0.8680  56.13
529.65,22540.7,0,1049.23,18716.5,,2010.8,7 0.0143,0.8673  55.31
531.3,22673.5,0,1028.75,18914.2,,1918.7,3 0.0143,0.8666  54.29
532.95,22806.9,0,1093.07,19116,,1861.2,5 0.0137,0.8660  53.68
534.6,22946,0,1058.15,19292.5,,1880.1,1 0.0136,0.8652  54.01
536.25,23086.1,0,1019.54,19404.1,,1898.4,8 0.0137,0.8645  54.35
537.9,23225.8,0,1006.22,19516.3,,1841.9,4 0.0145,0.8639  54.98
539.55,23357.1,0,963.46,19606.8,,1786.7,6 0.0139,0.8634  55.28
541.2,23494.5,0,973.59,19716.9,,1792.9,6 0.0132,0.8626  55.56
542.85,23639.7,0,910.25,19825,,1921.1,4 0.0137,0.8618  56.19
544.5,23779,0,984.42,19915.6,,1981.3,2 0.0137,0.8611  56.92
546.15,23919.1,0,1041.89,20000.4,,1973.2,0 0.0126,0.8606  57.50
547.8,24071.1,0,1072.87,20095.4,,2013.4,7 0.0123,0.8599  58.34
549.45,24226.9,0,1110.97,20171.7,,1935.4,1 0.0121,0.8591  59.07
551.1,24385.9,0,1130.18,20253.9,,2044.5,2 0.0126,0.8586  58.48
552.75,24537.9,0,1097.08,20420.6,,1937.8,2 0.0119,0.8579  57.20
554.4,24700,0,1030.56,20632.4,,1968.2,6 0.0127,0.8571  56.34
556.05,24851.2,0,1070.92,20820.7,,1885.1,7 0.0114,0.8564  54.92
557.7,25020.7,0,995.67,21038.9,,1850.6,1 0.0116,0.8558  53.25
559.35,25186.8,0,1031.06,21275.2,,1792,8 0.0116,0.8551  52.87
561,25353.9,0,1012.35,21425.9,,1857.4,1 0.0117,0.8544  54.90
562.65,25519,0,996.08,21429.3,,1919.5,5 0.0109,0.8536  54.55
564.3,25696.3,0,958.28,21581.6,,1832.6,2 0.0113,0.8530  55.61
565.95,25867.3,0,944.81,21641,,1953,0 0.0116,0.8523  55.75
567.6,26033.7,0,962.35,21758.9,,2006.7,2 0.0115,0.8517  57.44
569.25,26202.3,0,990.24,21778.4,,2066.1,6 0.0118,0.8511  57.12
570.9,26366.5,0,902.7,21927.9,,2141.1,9 0.0117,0.8505  59.22
572.55,26532.1,0,837.99,21936.9,,1994.1,9 0.0115,0.8498  58.92
574.2,26701.6,0,873.74,22083.2,,2040,2 0.0117,0.8492  60.35
575.85,26868,0,857.56,22119.4,,2206.9,5 0.0117,0.8487  61.64
577.5,27034.7,0,893.39,22167,,2249.9,7 0.0115,0.8481  60.98
579.15,27203.4,0,856.9,22354.8,,2199.5,5 0.0117,0.8472  61.85
580.8,27370.6,0,844.7,22436.4,,2197.6,7 0.0116,0.8470  62.54
582.45,27538.9,0,803.86,22526.4,,2106.4,1 0.0121,0.8460  63.11
584.1,27700,0,726.66,22626,,2153.4,2 0.0134,0.8459  62.35
585.75,27845.8,0,707.11,22811.2,,2151,6 0.0126,0.8453  62.86
587.4,28000.9,0,657.48,22917.3,,2181.3,6 0.0125,0.8452  63.49
589.05,28157.1,0,694.43,22996,,2258.9,2 0.0135,0.8450  65.70
590.7,28302.2,0,703.92,23012.9,,2226.9,5 0.0130,0.8444  64.81
592.35,28452,0,750.93,23202.2,,2173.3,4 0.0122,0.8430  64.28
594,28612.7,0,803.11,23379.3,,2221.7,2 0.0123,0.8429  65.51
595.65,28771.3,0,807.75,23430.3,,2326.2,6 0.0136,0.8424  65.19
597.3,28915.1,0,749.06,23598.6,,2327.6,5 0.0139,0.8421  62.66
598.95,29055.9,0,767.69,23921.8,,2348.8,3 0.0133,0.8415  62.34
600.6,29203.7,0,874.72,24103.5,,2380.9,8 0.0132,0.8413  62.68
602.25,29352.5,0,836.4,24233.5,,2223,2 0.0138,0.8410  61.90
603.9,29494.9,0,800.59,24454.4,,2337.9,9 0.0142,0.8404  61.79
605.55,29633.2,0,854.88,24624.1,,2344,0 0.0147,0.8395  59.60
607.2,29767.1,0,907.87,24966.4,,2300.9,5 0.0143,0.8385  59.69
608.85,29904.6,0,859.48,25131.1,,2333.8,3 0.0140,0.8380  59.87
