bag,ztop,Year,Deuterium,temperature
4464,2454.65,295690.8,-434.7,210.7
4465,2455.2,295920.2,-435.4,210.5
4466,2455.75,296152.2,-434.7,210.7
4467,2456.3,296382.2,-430.6,211.3
4468,2456.85,296598.3,-432.2,211.1
4469,2457.4,296819,-429.1,211.6
4470,2457.95,297030.2,-426,212.1
4471,2458.5,297230.8,-418.5,213.3
4472,2459.05,297410.2,-422.9,212.6
4473,2459.6,297601.4,-424.8,212.3
4474,2460.15,297799.3,-427.2,211.9
4475,2460.7,298005.1,-429.6,211.5
4476,2461.25,298219.1,-432.1,211.1
4477,2461.8,298442.4,-433.4,210.9
4478,2462.35,298670.3,-431.1,211.3
4479,2462.9,298890,-426.4,212
4480,2463.45,299097,-436.1,210.4
4481,2464,299334.2,-434.9,210.6
4482,2464.55,299569,-432.2,211.1
4483,2465.1,299794,-430.3,211.4
4484,2465.65,300012.7,-429.4,211.6
4485,2466.2,300228.6,-428.6,211.7
4486,2466.75,300441.7,-427.6,211.9
4487,2467.3,300652.3,-429.2,211.6
4488,2467.85,300867.8,-428.9,211.7
4489,2468.4,301082.6,-425.4,212.2
4490,2468.95,301286.3,-424.7,212.4
4491,2469.5,301487.8,-422.9,212.7
4492,2470.05,301683.8,-420,213.1
4493,2470.6,301871.9,-425.1,212.3
4494,2471.15,302075.4,-427.4,211.9
4495,2471.7,302287.6,-429,211.7
4496,2472.25,302506,-432.5,211.1
4497,2472.8,302736.1,-429.8,211.5
4498,2473.35,302958.4,-432.1,211.1
4499,2473.9,303188.3,-432.2,211.1
4500,2474.45,303419.5,-431.9,211.2
4501,2475,303648.7,-425.5,212.2
4502,2475.55,303858.4,-427.3,212
4503,2476.1,304072.6,-428.3,211.8
4504,2476.65,304290.5,-426.7,212.1
4505,2477.2,304503.3,-424.1,212.5
4506,2477.75,304707.9,-421.5,212.9
4507,2478.3,304905.4,-425,212.4
4508,2478.85,305112,-420.8,213.1
4509,2479.4,305307.4,-422.7,212.7
4510,2479.95,305506.8,-417.1,213.7
4511,2480.5,305692.4,-422.6,212.8
4512,2481.05,305892,-421.5,213
4513,2481.6,306089.4,-420.5,213.1
4514,2482.15,306284,-422,212.9
4515,2482.7,306482.8,-418.4,213.5
4516,2483.25,306670.9,-414.1,214.2
4517,2483.8,306847.2,-415.9,213.9
4518,2484.35,307027.8,-417.9,213.6
4519,2484.9,307215.3,-423.1,212.7
4520,2485.45,307418.1,-422.3,212.9
4521,2486,307619.2,-423.5,212.7
4522,2486.55,307824.1,-421.1,213.1
4523,2487.1,308021.7,-424.2,212.6
4524,2487.65,308229.3,-430.9,211.5
4525,2488.2,308460.9,-434.8,210.8
4526,2488.75,308705.6,-429.4,211.7
4527,2489.3,308932.8,-432,211.3
4528,2489.85,309168.2,-430.7,211.5
4529,2490.4,309399,-429.7,211.7
4530,2490.95,309626.5,-427.6,212.1
4531,2491.5,309845.8,-424.7,212.5
4532,2492.05,310057,-428.3,211.9
4533,2492.6,310278.8,-426.2,212.3
4534,2493.15,310493.8,-424.3,212.6
4535,2493.7,310703.4,-426,212.3
4536,2494.25,310918,-426.9,212.2
4537,2494.8,311136.4,-430.1,211.7
4538,2495.35,311365.1,-424.6,212.6
4539,2495.9,311576.2,-426.7,212.2
4540,2496.45,311793.5,-424.5,212.6
4541,2497,312004.9,-428,212
4542,2497.55,312226.8,-423.5,212.8
4543,2498.1,312433.9,-422.1,213
4544,2498.65,312636.7,-422.7,212.9
4545,2499.2,312841.3,-422.9,212.9
4546,2499.75,313047.2,-425.6,212.4
4547,2500.3,313260.4,-420.3,213.3
4548,2500.85,313459,-423.3,212.8
4549,2501.4,313664.7,-419.3,213.5
4550,2501.95,313859.8,-421.3,213.1
4551,2502.5,314060.4,-423.5,212.8
4552,2503.05,314267.2,-417.2,213.8
4553,2503.6,314455.8,-417.1,213.8
4554,2504.15,314643.8,-419.4,213.4
4555,2504.7,314837.4,-413.6,214.4
4556,2505.25,315016,-416.5,213.9
4557,2505.8,315200.3,-410.2,215
4558,2506.35,315370.1,-416,214
4559,2506.9,315553.7,-414,214.3
4560,2507.45,315732.7,-412.6,214.6
4561,2508,315908,-415.4,214.1
4562,2508.55,316089.9,-412.8,214.6
4563,2509.1,316265.3,-410.5,214.9
4564,2509.65,316434.2,-408,215.3
4565,2510.2,316598.2,-415.3,214.1
4566,2510.75,316779.5,-416.7,213.9
4567,2511.3,316964.9,-407.3,215.5
4568,2511.85,317126.8,-409.3,215.1
4569,2512.4,317291.8,-406,215.7
4570,2512.95,317449.1,-403.4,216.1
4571,2513.5,317599.6,-400,216.7
4572,2514.05,317744.8,-410,215
4573,2514.6,317910.9,-411.9,214.7
4574,2515.15,318083.2,-411.7,214.8
4575,2515.7,318255.7,-412.8,214.6
4576,2516.25,318430.7,-413.4,214.5
4577,2516.8,318607.8,-415.7,214.1
4578,2517.35,318790.8,-415,214.2
4579,2517.9,318972.2,-416.4,214
4580,2518.45,319157.2,-414.3,214.4
4581,2519,319337,-416.3,214
4582,2519.55,319521.8,-420.1,213.4
4583,2520.1,319718.2,-421.4,213.2
4584,2520.65,319919.1,-426.9,212.3
4585,2521.2,320137.3,-422.6,213
4586,2521.75,320342.3,-421.8,213.1
4587,2522.3,320544.2,-421.7,213.1
4588,2522.85,320745.7,-422.3,213.1
4589,2523.4,320948.8,-422.2,213.1
4590,2523.95,321151.3,-420,213.4
4591,2524.5,321347.2,-418.8,213.6
4592,2525.05,321539.9,-421.5,213.2
4593,2525.6,321739.2,-416.5,214
4594,2526.15,321924.8,-415.1,214.3
4595,2526.7,322105.3,-414.2,214.4
4596,2527.25,322283.5,-414.9,214.3
4597,2527.8,322462.5,-409,215.3
4598,2528.35,322627,-414,214.4
4599,2528.9,322803.4,-410.9,215
4600,2529.45,322972.6,-411.4,214.9
4601,2530,323142.2,-410.3,215.1
4602,2530.55,323309,-408.5,215.4
4603,2531.1,323471.2,-408.5,215.4
4604,2531.65,323632.8,-405.1,215.9
4605,2532.2,323786.5,-406.2,215.7
4606,2532.75,323942.7,-408.4,215.4
4607,2533.3,324103.2,-404.4,216
4608,2533.85,324255.4,-404,216.1
4609,2534.4,324405.8,-402.8,216.3
4610,2534.95,324553.5,-401.8,216.5
4611,2535.5,324699.8,-405.7,215.8
4612,2536.05,324852.7,-399.9,216.8
4613,2536.6,324995.3,-402.4,216.4
4614,2537.15,325141,-399.4,216.9
4615,2537.7,325281.2,-396.6,217.3
4616,2538.25,325415.1,-396.9,217.3
4617,2538.8,325549.8,-398.8,217
4618,2539.35,325688.4,-400.8,216.6
4619,2539.9,325831.1,-398.4,217
4620,2540.45,325969.1,-398.9,216.9
4621,2541,326107.8,-397.9,217.1
4622,2541.55,326244.5,-396.3,217.4
4623,2542.1,326378.2,-396.9,217.3
4624,2542.65,326512.6,-394.8,217.6
4625,2543.2,326642.8,-392.3,218
4626,2543.75,326768.5,-393.1,217.9
4627,2544.3,326894.7,-389.5,218.5
4628,2544.85,327015.8,-394,217.8
4629,2545.4,327144.1,-393.9,217.8
4630,2545.95,327273.1,-394.9,217.6
4631,2546.5,327404,-393.9,217.8
4632,2547.05,327533.1,-391.4,218.2
4633,2547.6,327658.1,-394.2,217.7
4634,2548.15,327787.6,-394.3,217.7
4635,2548.7,327917.9,-392.7,218
4636,2549.25,328045.7,-394.1,217.7
4637,2549.8,328175.9,-392.5,218
4638,2550.35,328302.5,-389.4,218.5
4639,2550.9,328424.2,-387.7,218.8
4640,2551.45,328543.1,-392.1,218
4641,2552,328669,-390.3,218.3
4642,2552.55,328793,-392.6,218
4643,2553.1,328920.8,-392,218.1
4644,2553.65,329048.2,-392.8,217.9
4645,2554.2,329177.1,-388.3,218.7
4646,2554.75,329297.2,-388.4,218.6
4647,2555.3,329417.7,-389.9,218.4
4648,2555.85,329541.2,-390.5,218.3
4649,2556.4,329666.3,-394,217.7
4650,2556.95,329798.4,-395.2,217.5
4651,2557.5,329932.9,-391.6,218.1
4652,2558.05,330061.5,-395.7,217.4
4653,2558.6,330196.8,-393.2,217.8
4654,2559.15,330328.4,-391.5,218.1
4655,2559.7,330456.6,-393.2,217.8
4656,2560.25,330587.5,-390.8,218.2
4657,2560.8,330714.5,-390.7,218.2
4658,2561.35,330841.1,-390,218.3
4659,2561.9,330966.6,-389.8,218.4
4660,2562.45,331092.7,-394.7,217.5
4661,2563,331227.5,-391.2,218.1
4662,2563.55,331356.4,-393.4,217.7
4663,2564.1,331489.3,-393.1,217.8
4664,2564.65,331622.4,-397.2,217.1
4665,2565.2,331764.4,-395.6,217.3
4666,2565.75,331903.7,-395.6,217.3
4667,2566.3,332042.6,-393.4,217.7
4668,2566.85,332177.7,-393.5,217.7
4669,2567.4,332311.7,-386.8,218.8
4670,2567.95,332434.2,-386.1,218.9
4671,2568.5,332555.5,-389.8,218.2
4672,2569.05,332682.2,-381.8,219.5
4673,2569.6,332796.1,-384.2,219.1
4674,2570.15,332912.3,-379.5,219.9
4675,2570.7,333022.2,-378.8,220
4676,2571.25,333130.4,-376.4,220.4
4677,2571.8,333234.5,-373.4,220.9
4678,2572.35,333334.9,-377.6,220.2
4679,2572.9,333441.1,-377.4,220.2
4680,2573.45,333547,-373.3,220.9
4681,2574,333647.8,-373.1,220.9
4682,2574.55,333747.3,-371.2,221.2
4683,2575.1,333844.4,-369.4,221.5
4684,2575.65,333939.6,-371.7,221.1
4685,2576.2,334037.8,-374.6,220.6
4686,2576.75,334140.5,-373.8,220.7
4687,2577.3,334242.8,-374.7,220.6
4688,2577.85,334346.4,-374.8,220.5
4689,2578.4,334449.2,-368.6,221.6
4690,2578.95,334544.8,-368.3,221.6
4691,2579.5,334639.5,-372.3,220.9
4692,2580.05,334739.4,-372.2,220.9
4693,2580.6,334840.6,-375.9,220.3
4694,2581.15,334946.4,-373.2,220.8
4695,2581.7,335049.5,-372.7,220.8
4696,2582.25,335152.6,-377.7,220
4697,2582.8,335263,-381.9,219.3
4698,2583.35,335380.9,-378.8,219.8
4699,2583.9,335494.6,-381.2,219.4
4700,2584.45,335611.7,-380,219.6
4701,2585,335727.9,-386.1,218.6
4702,2585.55,335855,-383.1,219.1
4703,2586.1,335977.8,-389.5,218
4704,2586.65,336113.3,-390.7,217.8
4705,2587.2,336251.7,-391.4,217.7
4706,2587.75,336392.2,-394.1,217.2
4707,2588.3,336538.7,-394.5,217.2
4708,2588.85,336687.2,-399,216.4
4709,2589.4,336846.2,-400.6,216.1
4710,2589.95,337009.8,-400.3,216.2
4711,2590.5,337173.3,-401.9,215.9
4712,2591.05,337341.6,-403.9,215.6
4713,2591.6,337515.2,-405.1,215.4
4714,2592.15,337692.6,-404.9,215.4
4715,2592.7,337870.2,-405.6,215.3
4716,2593.25,338050.4,-408,214.9
4717,2593.8,338237.5,-410.8,214.4
4718,2594.35,338433.5,-411.5,214.3
4719,2594.9,338632.7,-414.3,213.8
4720,2595.45,338841.5,-417,213.3
4721,2596,339060.1,-420.6,212.7
4722,2596.55,339291.3,-419.4,212.9
4723,2597.1,339519.8,-422,212.5
4724,2597.65,339758.1,-423.5,212.2
4725,2598.2,340003,-426.4,211.7
4726,2598.75,340259.4,-427,211.6
4727,2599.3,340519.3,-429.6,211.2
4728,2599.85,340790.8,-431.9,210.8
4729,2600.4,341072.3,-435.7,210.2
4730,2600.95,341372.5,-440.8,209.3
4731,2601.5,341699,-442.9,209
4732,2602.05,342036.3,-439.8,209.5
4733,2602.6,342358.9,-441.6,209.2
4734,2603.15,342690.5,-445,208.7
4735,2603.7,343039.5,-437.9,209.8
4736,2604.25,343354.6,-443.5,208.9
4737,2604.8,343694.8,-436.3,210.1
4738,2605.35,344002.6,-440.6,209.4
4739,2605.9,344329.2,-438.2,209.8
4740,2606.45,344645.4,-440.8,209.4
4741,2607,344974.1,-439.6,209.6
4742,2607.55,345297.2,-437.8,209.9
4743,2608.1,345612.2,-438.8,209.7
4744,2608.65,345931.4,-436.4,210.1
4745,2609.2,346239.6,-437.3,210
4746,2609.75,346552.7,-440.1,209.5
4747,2610.3,346879.3,-434.8,210.4
4748,2610.85,347180.5,-437.6,209.9
4749,2611.4,347495.2,-437.8,209.9
4750,2611.95,347810.4,-431.4,211
4751,2612.5,348097.9,-435.6,210.3
4752,2613.05,348403.8,-439.4,209.7
4753,2613.6,348728.5,-438.6,209.8
4754,2614.15,349049.3,-434.9,210.4
4755,2614.7,349351.4,-425.1,212
4756,2615.25,349613.9,-433.2,210.7
4757,2615.8,349908.1,-430,211.2
4758,2616.35,350190.2,-430.5,211.1
4759,2616.9,350473.8,-431,211
4760,2617.45,350761,-435.5,210.3
4761,2618,351068,-432.5,210.8
4762,2618.55,351362.4,-433.9,210.6
4763,2619.1,351663,-434.3,210.5
4764,2619.65,351965.7,-434.2,210.5
4765,2620.2,352268.3,-433.3,210.7
4766,2620.75,352567.2,-434.2,210.6
4767,2621.3,352870.1,-433.8,210.6
4768,2621.85,353171.6,-434.2,210.6
4769,2622.4,353475.1,-433.2,210.7
4770,2622.95,353774.2,-431.4,211
4771,2623.5,354065.4,-432.1,210.9
4772,2624.05,354359.9,-430.9,211.1
4773,2624.6,354650.8,-436.8,210.2
4774,2625.15,354968.9,-439.6,209.7
4775,2625.7,355303.1,-440.7,209.5
4776,2626.25,355644.1,-441.5,209.4
4777,2626.8,355989.8,-440.6,209.5
4778,2627.35,356331.6,-440.4,209.6
4779,2627.9,356672.6,-438.3,209.9
4780,2628.45,357003.4,-438.6,209.8
4781,2629,357336.1,-439.9,209.6
4782,2629.55,357676.5,-439.5,209.7
4783,2630.1,358015.3,-441,209.5
4784,2630.65,358362.3,-440.6,209.5
4785,2631.2,358708.5,-442.4,209.2
4786,2631.75,359064.3,-439.3,209.7
4787,2632.3,359404.8,-439.6,209.7
4788,2632.85,359747.3,-439.7,209.7
4789,2633.4,360090.3,-436.2,210.3
4790,2633.95,360417,-439.2,209.8
4791,2634.5,360758.9,-436,210.3
4792,2635.05,361086.4,-439.9,209.7
4793,2635.6,361434,-433.8,210.7
4794,2636.15,361752.2,-438.7,209.9
4795,2636.7,362094.3,-434.5,210.6
4796,2637.25,362416.9,-432.3,210.9
4797,2637.8,362728.9,-435.2,210.4
4798,2638.35,363056.6,-437.1,210.1
4799,2638.9,363393.2,-430,211.3
4800,2639.45,363697.2,-430.8,211.2
4801,2640,364004.2,-430.5,211.2
4802,2640.55,364311,-433.2,210.8
4803,2641.1,364631.1,-431.1,211.1
4804,2641.65,364942.1,-432.7,210.9
4805,2642.2,365262.1,-437.6,210.1
4806,2642.75,365607.6,-437.3,210.1
4807,2643.3,365952.1,-432.3,211
4808,2643.85,366272.1,-431.8,211
4809,2644.4,366589.4,-433.7,210.7
4810,2644.95,366916.5,-433.6,210.8
4811,2645.5,367243.9,-433.1,210.9
4812,2646.05,367569.6,-435.2,210.5
4813,2646.6,367906.4,-433.4,210.8
4814,2647.15,368234.3,-431.9,211.1
4815,2647.7,368555.2,-431.1,211.2
4816,2648.25,368872.5,-432,211
4817,2648.8,369195,-433,210.9
4818,2649.35,369523.3,-438.4,210
4819,2649.9,369881.3,-435.6,210.5
4820,2650.45,370224.8,-433.1,210.9
4821,2651,370555,-432.9,210.9
4822,2651.55,370884.4,-429.3,211.5
4823,2652.1,371196.6,-431,211.2
4824,2652.65,371516.8,-431.1,211.2
4825,2653.2,371837.7,-425.7,212.1
4826,2653.75,372134.1,-427.7,211.8
4827,2654.3,372439.4,-427.5,211.8
4828,2654.85,372744.4,-427.1,211.9
4829,2655.4,373047.8,-427.4,211.8
4830,2655.95,373352.8,-425.4,212.2
4831,2656.5,373648.8,-422.9,212.6
4832,2657.05,373933.8,-418.4,213.3
4833,2657.6,374200.1,-421.2,212.9
4834,2658.15,374477.3,-424.1,212.4
4835,2658.7,374769,-425.7,212.1
4836,2659.25,375068.6,-427.7,211.8
4837,2659.8,375378.2,-430,211.4
4838,2660.35,375701.4,-436.6,210.3
4839,2660.9,376058.3,-435.7,210.5
4840,2661.45,376412.1,-435,210.6
4841,2662,376762.2,-433.8,210.8
4842,2662.55,377105.8,-432.7,211
4843,2663.1,377444,-432.5,211
4844,2663.65,377781.2,-431.3,211.2
4845,2664.2,378111.8,-428,211.8
4846,2664.75,378426.7,-429.3,211.5
4847,2665.3,378747.6,-427.4,211.9
4848,2665.85,379059.8,-428.4,211.7
4849,2666.4,379376.7,-425.3,212.2
4850,2666.95,379678.8,-430.6,211.3
4851,2667.5,380007,-427.6,211.8
4852,2668.05,380321.2,-425.1,212.2
4853,2668.6,380622.9,-424.4,212.4
4854,2669.15,380921.1,-424.1,212.4
4855,2669.7,381218,-422.2,212.7
4856,2670.25,381506,-419,213.3
4857,2670.8,381780.8,-419.4,213.2
4858,2671.35,382057.2,-421.3,212.9
4859,2671.9,382341.3,-419.7,213.1
4860,2672.45,382619.4,-419.1,213.2
4861,2673,382894.3,-416.1,213.7
4862,2673.55,383157.7,-417,213.6
4863,2674.1,383424.2,-417.5,213.5
4864,2674.65,383692.8,-416.7,213.6
4865,2675.2,383959.8,-422.8,212.6
4866,2675.75,384251.7,-421.2,212.9
4867,2676.3,384538,-420.3,213
4868,2676.85,384820.7,-425.5,212.2
4869,2677.4,385127.3,-424.7,212.3
4870,2677.95,385430.7,-426.4,212
4871,2678.5,385741.9,-423.9,212.5
4872,2679.05,386041.9,-422.4,212.7
4873,2679.6,386334.7,-421.3,212.9
4874,2680.15,386622.1,-416.4,213.7
4875,2680.7,386888.8,-419.6,213.2
4876,2681.25,387168.5,-420,213.1
4877,2681.8,387449.8,-416.3,213.7
4878,2682.35,387716.3,-415,213.9
4879,2682.9,387976.7,-414.6,214
4880,2683.45,388235.1,-410.2,214.7
4881,2684,388476.9,-413.9,214.1
4882,2684.55,388733.3,-417.5,213.5
4883,2685.1,389004.9,-419.3,213.2
4884,2685.65,389284.5,-423.1,212.6
4885,2686.2,389581.6,-423.4,212.6
4886,2686.75,389880.9,-427.3,211.9
4887,2687.3,390199.1,-426.7,212
4888,2687.85,390515.6,-432,211.2
4889,2688.4,390858.7,-430.9,211.3
4890,2688.95,391196.2,-427,212
4891,2689.5,391514.6,-428.3,211.8
4892,2690.05,391838.4,-424.7,212.4
4893,2690.6,392144.5,-420.8,213
4894,2691.15,392432.8,-421.3,212.9
4895,2691.7,392723,-422.9,212.7
4896,2692.25,393020.6,-421.5,212.9
4897,2692.8,393311.8,-421.4,212.9
4898,2693.35,393602,-419.3,213.3
4899,2693.9,393883.2,-418.1,213.5
4900,2694.45,394158.5,-416.1,213.8
4901,2695,394425.5,-414.2,214.1
4902,2695.55,394684.2,-414.3,214.1
4903,2696.1,394942.7,-411.2,214.6
4904,2696.65,395189.5,-410.3,214.8
4905,2697.2,395432.5,-409,215
4906,2697.75,395670.5,-409.5,214.9
4907,2698.3,395909.9,-407,215.3
4908,2698.85,396141.2,-409,215
4909,2699.4,396378.8,-407.9,215.2
4910,2699.95,396611.8,-402.1,216.2
4911,2700.5,396825.5,-401.3,216.3
4912,2701.05,397036.4,-405.9,215.5
4913,2701.6,397261.7,-403.6,215.9
4914,2702.15,397480.1,-403.2,216
4915,2702.7,397696.4,-401.6,216.3
4916,2703.25,397907.7,-401.6,216.3
4917,2703.8,398118.3,-398.5,216.8
4918,2704.35,398319.3,-398.9,216.7
4919,2704.9,398520.9,-397.8,216.9
4920,2705.45,398719.2,-398.1,216.9
4921,2706,398918,-394.7,217.4
4922,2706.55,399107.3,-397.8,216.9
4923,2707.1,399304.8,-398,216.9
4924,2707.65,399504.1,-402.5,216.2
4925,2708.2,399716.3,-400.4,216.5
4926,2708.75,399922.2,-394.2,217.5
4927,2709.3,400109,-395,217.4
4928,2709.85,400297.2,-393.4,217.7
4929,2710.4,400481.3,-397.8,217
4930,2710.95,400677.9,-395.6,217.3
4931,2711.5,400868,-395.6,217.4
4932,2712.05,401057.7,-394.6,217.5
4933,2712.6,401244.4,-393.5,217.7
4934,2713.15,401427.6,-390.8,218.2
4935,2713.7,401602.4,-388.2,218.6
4936,2714.25,401771,-391,218.2
4937,2714.8,401946.8,-393,217.8
4938,2715.35,402127.6,-392.2,218
4939,2715.9,402305.3,-387.4,218.8
4940,2716.45,402471.4,-388.4,218.6
4941,2717,402639,-388.4,218.6
4942,2717.55,402806.7,-388.8,218.6
4943,2718.1,402975.2,-388.8,218.6
4944,2718.65,403142.9,-385.2,219.2
4945,2719.2,403303.2,-389.4,218.5
4946,2719.75,403472.1,-387.6,218.8
4947,2720.3,403636.8,-385.5,219.1
4948,2720.85,403796.3,-385.1,219.2
4949,2721.4,403954.1,-382.6,219.6
4950,2721.95,404107.1,-385.6,219.1
4951,2722.5,404266,-384.7,219.3
4952,2723.05,404423.4,-386.3,219
4953,2723.6,404584.6,-385.1,219.2
4954,2724.15,404743.2,-386,219.1
4955,2724.7,404904.3,-388.5,218.7
4956,2725.25,405070.9,-383.8,219.4
4957,2725.8,405226.7,-385.7,219.1
4958,2726.35,405387.2,-387,218.9
4959,2726.9,405551,-387.6,218.8
4960,2727.45,405716.3,-384.9,219.3
4961,2728,405875.4,-386.7,219
4962,2728.55,406038.6,-383.7,219.5
4963,2729.1,406195,-383.2,219.5
4964,2729.65,406349.7,-382.2,219.7
4965,2730.2,406502.3,-381.8,219.8
4966,2730.75,406654.8,-384.7,219.3
4967,2731.3,406813.8,-387.3,218.9
4968,2731.85,406979.5,-383.3,219.5
4969,2732.4,407135.9,-385.4,219.2
4970,2732.95,407296.1,-379.9,220.1
4971,2733.5,407445.3,-380.6,220
4972,2734.05,407596,-385.7,219.1
4973,2734.6,407756.8,-379.2,220.2
4974,2735.15,407906.1,-385.3,219.2
4975,2735.7,408066.9,-382.9,219.6
4976,2736.25,408223.5,-381.5,219.8
4977,2736.8,408376.5,-384.5,219.3
4978,2737.35,408537.4,-385.5,219.2
4979,2737.9,408701,-386.7,219
4980,2738.45,408867.5,-384.7,219.3
4981,2739,409029.4,-382.1,219.7
4982,2739.55,409184.7,-382,219.7
4983,2740.1,409340.4,-385.4,219.2
4984,2740.65,409503.4,-383,219.6
4985,2741.2,409661.9,-383.8,219.4
4986,2741.75,409822.1,-385.5,219.2
4987,2742.3,409987,-387.5,218.8
4988,2742.85,410156.7,-385.5,219.2
4989,2743.4,410322,-387.2,218.9
4990,2743.95,410491.8,-387.6,218.8
4991,2744.5,410662.6,-386.8,219
4992,2745.05,410831.9,-388.8,218.6
4993,2745.6,411006.4,-388.3,218.7
4994,2746.15,411179.9,-388.1,218.7
4995,2746.7,411352.7,-386.1,219.1
4996,2747.25,411521,-388.5,218.7
4997,2747.8,411696.5,-393.3,217.9
4998,2748.35,411884.5,-393.6,217.8
4999,2748.9,412074.5,-392.8,218
5000,2749.45,412262.4,-393,217.9
5001,2750,412451.4,-394.4,217.7
5002,2750.55,412643.3,-389,218.6
5003,2751.1,412821.9,-392.7,218
5004,2751.65,413010.4,-393.1,217.9
5005,2752.2,413200.3,-391.6,218.2
5006,2752.75,413386.8,-392.5,218
5007,2753.3,413575.8,-396.4,217.4
5008,2753.85,413777.6,-394.3,217.7
5009,2754.4,413973,-393.2,217.9
5010,2754.95,414165.7,-394.7,217.6
5011,2755.5,414363,-394.9,217.6
5012,2756.05,414561,-391.9,218.1
5013,2756.6,414751.3,-393.6,217.8
5014,2757.15,414946,-393.5,217.8
5015,2757.7,415141.5,-394.7,217.6
5016,2758.25,415340.5,-391.4,218.2
5017,2758.8,415531,-393.1,217.9
5018,2759.35,415726.4,-390.9,218.2
5019,2759.9,415915.5,-389.8,218.4
5020,2760.45,416102.7,-392.4,218
5021,2761,416297.2,-392.6,218
5022,2761.55,416493,-390.7,218.3
5023,2762.1,416684.5,-393.8,217.7
5024,2762.65,416885,-394.1,217.7
5025,2763.2,417087.6,-395.7,217.4
5026,2763.75,417294.1,-389.1,218.5
5027,2764.3,417483.3,-395.2,217.5
5028,2764.85,417689.9,-395.7,217.4
5029,2765.4,417898.8,-394,217.7
5030,2765.95,418104,-397.1,217.2
5031,2766.5,418318.7,-396.1,217.3
5032,2767.05,418531,-394.8,217.5
5033,2767.6,418739.8,-396.5,217.2
5034,2768.15,418954.2,-397.3,217.1
5035,2768.7,419172.1,-400.9,216.5
5036,2769.25,419403.1,-399.9,216.7
5037,2769.8,419631.8,-402.7,216.2
5038,2770.35,419871.1,-403.4,216.1
5039,2770.9,420113.6,-400.9,216.5
5040,2771.45,420347.8,-399.9,216.6
5041,2772,420579,-403.2,216.1
5042,2772.55,420823,-404.7,215.8
5043,2773.1,421073.6,-401.2,216.4
5044,2773.65,421311.4,-403.1,216.1
5045,2774.2,421555.2,-396.7,217.1
5046,2774.75,421777.9,-390.3,218.2
5047,2775.3,421978.2,-388.8,218.4
5048,2775.85,422174,-391.2,218
5049,2776.4,422377.8,-393.4,217.6
5050,2776.95,422590,-397.4,217
5051,2777.5,422815.6,-397.2,217
5052,2778.05,423042.6,-402.5,216.1
5053,2778.6,423289.2,-407.8,215.2
5054,2779.15,423556.6,-403.1,216
5055,2779.7,423808.2,-406.8,215.4
5056,2780.25,424073.5,-410,214.8
5057,2780.8,424355.3,-417.2,213.6
5058,2781.35,424669.3,-416.6,213.7
5059,2781.9,424983,-423.7,212.5
5060,2782.45,425333.2,-417.7,213.5
5061,2783,425655.8,-428.1,211.8
5062,2783.55,426033.1,-429,211.6
5063,2784.1,426419.4,-433.6,210.8
5064,2784.65,426836.5,-436.6,210.3
5065,2785.2,427275.1,-437,210.2
5066,2785.75,427718.7,-439.1,209.9
5067,2786.3,428178.3,-436.8,210.2
5068,2786.85,428622.6,-437.8,210
5069,2787.4,429075.4,-436,210.3
5070,2787.95,429517,-430.4,211.2
5071,2788.5,429923.5,-435.9,210.2
5072,2789.05,430368.7,-437.7,209.9
5073,2789.6,430827.8,-434.8,210.4
5074,2790.15,431268,-438.8,209.7
5075,2790.7,431737.2,-433,210.6
5076,2791.25,432167.7,-435,210.3
5077,2791.8,432613.2,-438.6,209.7
5078,2792.35,433086.2,-440.3,209.4
5079,2792.9,433573.5,-436.8,209.9
5080,2793.45,434035.8,-435.8,210.1
5081,2794,434491.8,-436.8,209.9
5082,2794.55,434955.5,-436.3,210
5083,2795.1,435416.3,-433.3,210.4
5084,2795.65,435856.8,-434.8,210.2
5085,2796.2,436307.9,-434.9,210.2
5086,2796.75,436759.6,-432.1,210.6
5087,2797.3,437192.4,-428.1,211.3
5088,2797.85,437600.3,-432.4,210.6
5089,2798.4,438034.9,-430.4,210.9
5090,2798.95,438457.7,-430.4,210.9
5091,2799.5,438880.6,-431.6,210.7
5092,2800.05,439311.9,-430.6,210.9
5093,2800.6,439736,-422.5,212.2
5094,2801.15,440110.5,-423.5,212.1
5095,2801.7,440490.3,-424.9,211.8
5096,2802.25,440879.1,-431.1,210.8
5097,2802.8,441308,-429.3,211.1
5098,2803.35,441725.8,-429.2,211.1
5099,2803.9,442143.1,-431.6,210.8
5100,2804.45,442576.1,-433.3,210.5
5101,2805,443021.2,-425.9,211.7
5102,2805.55,443418,-428.2,211.3
5103,2806.1,443829.2,-433.2,210.5
5104,2806.65,444274.3,-429.3,211.2
5105,2807.2,444693.2,-429,211.2
5106,2807.75,445109.6,-426.8,211.6
5107,2808.3,445512.8,-428,211.4
5108,2808.85,445923.3,-430.3,211
5109,2809.4,446350.7,-435.3,210.2
5110,2809.95,446813.5,-439.7,209.5
5111,2810.5,447310.2,-438.4,209.7
5112,2811.05,447799.2,-440.9,209.3
5113,2811.6,448307.7,-439.2,209.6
5114,2812.15,448803.7,-437.3,209.9
5115,2812.7,449285.9,-436.6,210
5116,2813.25,449763,-436.1,210.1
5117,2813.8,450236.8,-431.4,210.9
5118,2814.35,450677.7,-429.6,211.2
5119,2814.9,451106.5,-432.6,210.7
5120,2815.45,451556.1,-431.1,210.9
